4549110	space	considering	16	16	13	13	By the way , your explanation of the free silver situation is decent considering the limited space you can devote to the question , but if you can say something about how free silver would affect the money supply , it would be a little more understandable for people who are going to stare at that 16 to 1 figure .
5907332	adoption	consider	10	10	9	9	At the General Assembly of 2004 an overture to consider adoption of the Belhar Confession was approved .
22969750	reliability	consider	10	10	8	8	Blacklisting goes on abuse , and it may consider the reliability , while whitelisting is sometimes plainly denied because the document in question is not a reliable source .
24057425	model	consider	13	13	11	11	Evolution of sightAs an example of the simple Price equation , consider a model for the evolution of sight .
13608592	design	consider	17	17	15	15	In October 1933 , Hermann G o ring sent out a letter requesting aircraft companies consider the design of a `` high speed courier aircraft '' - a thinly veiled request for a new fighter .
17159779	aspect	consider	4	4	2	2	I did consider the aspect of involvement , but have concluded that my interactions with MickMacNee have so far all been in an administrative capacity .
4567967	defence	considering	21	21	19	19	By October 1940 , he had been sent to Singapore as the senior RAN representative at an Allied conference considering the defence of the Asia-Pacific region .
5399720	notch	considers	30	30	25	25	Deborah Evans Price , of Billboard magazine reviewed the song , saying that while Montgomery , `` handles this one with ease '' , she considers it just `` a notch above ordinary .
17593438	outcome	considered	23	23	20	20	If no qualified heirs were found , the haereditas reverted to the state , ending the family line , not considered a desirable outcome .
9587857	ban	consider	8	8	5	5	Failing this , BlueRobe should consider a voluntary ban from Wikipedia for a month , while he can passively observe how interactions are typically carried out in contentious areas .
12821526	action	consider	60	60	58	58	I have not frequented pages like this in the past , and maybe it ' s all perfectly normal , but I ' m about at the point where if it were up to me I ' d ban anyone with an IP address originating in the US from editing either of these -LRB- and have suggested Jimbo consider radical action -RRB- .
3304335	sale	considering	3	3	1	1	After considering a sale of the online video service in June , News Corporation , The Walt Disney Company , Comcast and Providence Equity Partners decide to continue their joint ownership of Hulu and pull it from the sale block .
11482519	problem	considers	4	4	2	2	As he considers the problem , Hugo comes to him and says that he wants House to do everything to save his sister .
14928497	part	considered	7	7	1	1	It considered a particularly striking and beautiful part of Tuscany owing to its mountains , the rest of Tuscany being generally more flat .
17467920	proximity	considering	26	26	24	24	If there is a consensus by historians on this , I would be happy to alter or modify the text if it is important considering the proximity in time to this episode and the winter work .
17139592	progress	considering	24	24	23	23	I do not see anything like the pace of technological progress there was in an equivalent ten year period 100 years earlier , considering progress then in aviation -LRB- the Wright Brothers -RRB- made the first powered flight , radio -LRB- Marconi claimed to have sent a transatlantic radio signal -RRB- , the widespread exhibition of motion pictures and medicine -LRB- the X ray became useful -RRB- .
15647503	mission	considering	14	14	11	11	As a result of the budget changes , NASA is instead considering a demonstration mission to a target closer to Earth to test out the reactor and heat rejection systems .
11819552	hero	considered	35	35	33	33	But he later decided to ghostwrite a `` tell all '' book with a writer from El Mercurio , the main dictatorship newspaper , an unexpected move coming from a musician until then considered a hero .
12933083	case	considered	4	4	2	2	I have considered his case and I dont appreciate you going into my personal conversations and trying to piss me off .
3056139	consequence	consider	39	39	37	37	AADD that the existence of a given article does not necessarily legitimize the existence of all comparable articles , I think that , in cases like this where no clear notability guideline exists , we need to consider the consequence to other established articles of our decisions .
12760659	block	consider	13	13	10	10	I have blocked him for a week ; we should consider an indefinite block on the next occurrence .
17172003	one	considered	21	21	26	26	I did not say you '' had '' a COI issue , just that there was obviously a '' possible '' one that you should have considered .
12776341	reform	consider	6	6	5	5	If you want to really consider reform you need to hear the voices of people who have been abused by the editing process by the admins here .
