12596	mediation	tried	4	4	3	3	I might have tried mediation if I could get him to respond to me with anything other than abuse , but his responses to me have been so over the top I doubted that would have made one whit of difference .
128217	marihuana	try	7	7	6	6	I ' m not willing to try marihuana , because of the negative effects of it .
1264843	cricket	tried	7	7	3	3	In between he tried clay modeling and cricket as careers .
3228225	test	try	4	4	2	2	I should try a test with 2 lenses I got from Ebay for mine .
3435397	commentary	trying	20	20	18	18	After failing first year at the University of Tasmania , Lane found work at an Edgell factory before trying sports commentary .
4007371	something	try	14	14	13	13	About a year before being cast , Scottish actor Robert Carlyle wanted to try something new in his career and approached television companies in Los Angeles .
4064658	concept	try	15	15	11	11	According to Williams , Chiapel advised her that he wanted to try a `` new concept of silhouettes with two models .
6177693	position	try	8	8	5	5	Back to the point - try the Recovery position .
6822394	server	tried	7	7	5	5	Also I ' ve already tried ubuntu server but I ca not get it to install on virtual pc .
7717949	kind	try	79	79	75	75	Also , in some areas in the middle of Saudi Arabia , such as Al Qassim , it ' s a common tradition that during Eid morning and after the Eid prayer people will put large rugs on one of streets of their neighborhood and each household will prepare a large meal where these meals will be shared by all neighbours , it ' s also a common practice that people will swap places to try more than one kind of meal .
8118720	takeover	tries	12	12	9	9	Allied is drafted in when the company that Bendix tries a hostile takeover on fights back by buying up Bendix stock in attempt to create a reverse hostile takeover .
9042548	x	tried	9	9	7	7	February 2009 -LRB- UTC -RRB- I have tried three x to create an account .
9696019	sneak	tried	11	11	8	8	Facing a 4th down and 1 , Freeman tried a QB sneak , but fumbled the snap due to the wet ball .
10842945	run	tried	5	5	2	2	He then tried a strafing run , but his starboard engine suffered an explosion .
10871704	flavor	tried	5	5	1	1	He tried the taste and flavor of the one hundred plants and the sweetness or bitterness of the streams and springs , issuing directives so the people would know what to avoid and what to accept .
12170825	folklore	trying	23	23	21	21	Because of his background as a farmer , Croatto was very much interested in local agricultural issues ; he jumped at trying local folklore , particularly j i baro music , bomba and plena variations that were unique to each town or region , `` sometimes fearlessly '' , said Rivera once .
12340033	magazine	try	16	16	13	13	Browne did not give up , and in 1952 received the go-ahead to try a new magazine instead , focused on high-quality fantasy , a genre which had recently become more popular .
12582958	editor	try	22	22	18	18	If you ever want to examine a set of Unicode characters , one by one , you can try my simple Unicode editor Rejbrand Text Editor , which will display all Unicode characters -LRB- and tell you their codepoint , name , and block -RRB- , but will treat all of them like normal characters , so that keyboard commands will still work as usual in such extreme cases like this one .
12583434	Peace	try	14	14	10	10	If you ' re looking for information about peace , try the -LSB- -LSB- Peace -RSB- -RSB- article .
12716156	Kuro5hin	try	5	5	4	4	If you want that try Kuro5hin -RRB- that is in much dispute .
12767191	shot	try	36	36	33	33	I had been talking to some of my friends about what we were going to do when I turned 21 , '' Battaglia explains , `` and they were pushing for me to try a body shot .
12776072	project	try	12	12	8	8	If you want to prove yourself you could try an open source project or just do your own thing and sell it as shareware .
12817384	way	tried	6	6	3	3	I have already tried the simple way , pausing my clip and pressing the button on the keyboard called `` prt scn '' -LRB- Print screen -RRB- but that did not work obviously -LRB- Or if it did , I ca not find where the pics was saved , but I really doubt it worked -RRB- , so I was thinking maybe this is not possible to do .
12919955	logic	tried	3	3	2	2	I have tried logic , posed questions , and offered alternative edits , egaged personally -LRB- badly -RRB- , and the result is he insists that the article only meet his standars .
13148211	player	tried	17	17	15	15	I ' m really sorry that this is so complicated , but I ' ve tried every player I have -LRB- InterActual , Windows Media , etc .
