284689	Ph	completed	5	5	3	3	In 1975 he completed a Ph .
352439	service	completed	21	21	17	17	In 1941 , he enrolled in the Ohio State University School of Music later graduating after he completed his US Army service .
456151	acquisition	completed	7	7	4	4	In 1931 , Norton completed its first acquisition , when it purchased the Behr-Manning company of Watervliet , New York .
830063	doctorate	completed	6	6	4	4	In 1994 , he completed a doctorate in history at the Queen ' s University .
1321143	deployment	completed	26	26	22	22	In April 2006 , after only a 30 day work-up cycle , Alpha Company deployed in support of Operation Iraqi Freedom and completed a successful six-month deployment to Forward Operating Base Grizzly in Camp Ashraf , Iraq .
1487552	course	complete	12	12	10	10	In a race , for example , the time to complete the course is an objective measurement .
1555379	portion	complete	11	11	8	8	In 2009 , the province announced plans to complete the southeastern portion of the Calgary ring road by extending the still-under-construction East Freeway -LRB- or Stoney Trail -RRB- south from Highway 1A .
2255619	massacre	completes	10	10	8	8	An unknown man in a mask of death completes the massacre .
2971401	matriculation	completed	3	3	1	1	Abbas completed his matriculation at the age of fifteen .
3217740	withdrawal	completed	14	14	12	12	Israel Defense Forces remain in northern Ghajar , Israel will not have completed its withdrawal from southern Lebanon in accordance with its obligations under resolution 1701 -LRB- 2006 -RRB- .
3295006	course	completing	4	4	1	1	After completing a pre-university course , Garci began working as an administrative assistant in a bank .
3295877	Sj	completing	5	5	1	1	After completing her secondary education Sj o din spent one year working at a health care facility in England and after that some time at a Kibbutz in Israel .
3296172	school	completing	3	3	1	1	After completing high school , and receiving further preparations in the classics by his sister , Mrs .
3296240	school	completing	3	3	1	1	After completing high school , he obtained his BS degree from the New Jersey State Teacher ' s College , later to become the William Paterson College of New Jersey .
3296643	career	completing	4	4	1	1	After completing his collegiate career with Cornell University in the ECAC , on March 30 , 2010 , he was signed as a free agent by the Montreal Canadiens to a two-year entry-level contract .
3297211	education	completing	3	3	1	1	After completing his education , Syed entered the field of radiation safety .
3297543	season	completing	4	4	1	1	After completing his junior season at Omaha-Nebraska , he signed a professional contract with the Lightning on March 21 , 2013 .
3298303	education	completing	4	4	1	1	After completing his secondary education at G o teborgs h o gre samskola , Segerstedt matriculated at Lund University in 1927 , and , after receiving his Licentiate in 1931 and some time in Paris and London , completed his Ph .
3299880	top	completing	4	4	1	1	After completing secondary education top of his school Ariel attended Rosario University of Economics , studying for 2 years before making the decision to leave for Europe .
3300152	assault	completing	3	3	1	1	After completing the assault of the engineer complex , D-Company moved south to set up a stop-line and prevent any guerrillas from escaping via that route .
3300342	evaluation	completing	3	3	1	1	After completing the evaluation , the clinician makes a disposition , or placement , decision for the client .
3300513	period	completing	6	6	1	1	After completing the initial 26-week treatment period , most patients in each of the prospective studies continued to receive eculizumab by enrolling in an extension study .
3300924	school	completing	3	3	1	1	After completing the school , he helped organize the Troop Training Unit at the Amphibious Training Base , Coronado and Morro Bay , California , later serving as artillery and naval gunfire instructor with that unit .
3301236	task	completing	3	3	1	1	After completing this task , and secretly killing his two fellow Al Qaeda members , he is given the task of collecting something from Canada .
3543693	project	complete	10	10	8	8	After achieving approval , the Chapter works to complete their project , finishing with a presentation to the administration on the entire process .
3729155	voyage	completing	18	18	16	16	A bottomry would be taken , but the repayment would be contingent on the ship successfully completing the voyage .
3817082	project	complete	31	31	29	29	A decade after Allegros premiere , after learning of his fatal cancer , Hammerstein returned to the musical , hoping to correct its flaws , but he did not complete the project .
3835336	curriculum	complete	19	19	15	15	Additionally , students must complete at least 8 hours of Bible courses in order to complete the Liberal Arts curriculum .
3873217	education	completed	26	26	24	24	Additionally , this showed young girls that they could eventually work outside of the home and more opportunities were available to them after they completed their education .
4078827	education	completed	13	13	10	10	A child prodigy , he grew up in Warsaw and completed his musical education there ; he composed many of his mature works in Warsaw before leaving Poland in 1830 at the age of 20 , shortly before the November 1830 Uprising .
4464176	pass	completing	9	9	4	4	Despite quarterback Bobby Clatterbuck completing a 27-yard end zone pass to S .
5298283	merger	completes	3	3	1	1	Daimler-Benz completes a merger with Chrysler Corporation to form Daimler-Chrysler .
5384928	MA	completed	5	5	1	1	Deniz completed her BA and MA and worked as a police officer and administrator with the Yuba City Police Department .
5849551	investigation	completed	9	9	7	7	At the end of June , they completed their investigation and issued their report .
6355517	orbit	completes	7	7	5	5	AU -RRB- , and it completes an orbit on average every 164 .
7080432	ceremony	complete	31	31	28	28	All Latter-day Saints who choose to serve as missionaries for the LDS Church or who choose to contract a celestial marriage in an LDS Church temple must first complete the endowment ceremony .
7855746	program	completed	8	8	4	4	After the war he completed his original undergraduate program and continued on to get advanced degrees in electrical engineering .
8572616	thesis	complete	17	17	15	15	After this first year , students choose a thesis advisor from the three institutions and complete their thesis within the lab .
9128108	transfer	completed	9	9	6	6	Following a trial spell , Paynter completed a free transfer to League One side Doncaster Rovers on 13 August 2012 , signing a two-year contract .
9207818	cycle	completed	15	15	12	12	Following a Fleet Week visit to San Francisco , California , Cleveland completed her training cycle and deployed for the seventeenth time in March 2001 .
9420095	number	complete	42	42	39	39	Following World War II , in 1946 , Emerson adopted its current academic program providing classes on a term system in which classes are completed in full during each four and one half month term , allowing students to complete the required number of credits for graduation within three school years .
10643723	dissertation	completing	26	26	24	24	He graduated from the University of Amsterdam ' s economics department in 1940 and obtained his Doctorate at the same university in 1943 upon completing his dissertation Chineezen in Nederlandsch-Indie , een Sociografie van een Indonesische Bevolkingsgroep .
10947405	saltpit	completed	11	11	9	9	He started the construction of Karlovaso harbour and he completed the saltpit there .
11051844	dissertation	completed	12	12	9	9	He taught at Harvard until June 1958 , having completed his doctoral dissertation in December 1955 and having received his Ph .
11070650	tour	complete	20	20	17	17	He suffered a stroke in early 2010 , but despite difficulty with right-hand mobility , managed to complete a successful tour with GravelRoad .
11088934	course	completed	5	5	2	2	He then completed a four-year course in Fine Arts from Sir J .
11129782	set	completed	14	14	12	12	He then moved for a short time to Rome , where he completed a set of engravings representing frescoes at Grottaferrata by Domenichino depicting the life of St Nilus .
12084900	matriculation	complete	26	26	23	23	Because the school was unable to house the influx of students , grade 12 students were forced to attend Mount Royal College to complete their senior matriculation .
13080446	education	complete	21	21	19	19	In 1603 he and his elder brothers , Philip Emanuel and Victor Amadeus , traveled to Madrid , to complete their education .
13385502	autobiography	completed	17	17	15	15	In 1853 , he started a pictorial weekly newspaper Illustrated News and a year later completed his autobiography , which through many revisions , sold more than one million copies .
14356680	pass	complete	20	20	17	17	In the Chargers ' final drive , with nearly two minutes remaining in the game , Leaf complete a 10-yard pass to Curtis Conway that referees ruled was six inches short of the end zone .
14423816	Ring	complete	12	12	9	9	In October 1998 , the Flemish government decided to complete the Antwerp Ring , and accordingly modified the relevant district plan .
14426453	project	complete	16	16	14	14	In October 2004 , an intergovernmental agreement was signed by Russia and Tajikistan to complete the project .
14792366	construction	completed	4	4	2	2	It also completed the construction of about 5 miles of narrow-gauge roadbed begun by the first-named predecessor .
15102253	pass	completing	22	22	18	18	In the second quarter , Carolina kicker John Kasay missed a 32-yard field goal , along with Delhomme completing a 47-yard TD pass to WR Muhsin Muhammad .
15374182	education	completing	28	28	26	26	In the fall of 1928 , Mumford entered the School of Library Science where he was able to work part time in the library proper while completing his education .
15435861	detail	complete	34	34	32	32	In the interior , front and rear Recaro seats -LRB- fronts fully electric -RRB- , standard carbon fiber trims , as well as S4 logos in the instrument panel and door sills complete the detail .
15817850	century	completed	33	33	29	29	A short tour of New Zealand followed the Ashes series , rain heavily affected the only Test match but in the MCC ' s tour match against Otago Evans completed his maiden first-class century .
17438949	contract	complete	6	6	4	4	If the player can complete the contract , their partner gets to move across their archway , otherwise the opposing team gets to complete the contract .
18654570	flyby	completes	5	5	3	3	As the craft completes its flyby by Enceladus , the orbiter will analyze the unusual cryovolcanic plumes at the moon ' s south pole .
18899090	workout	complete	7	7	5	5	Athletes have several days to complete the workout and submit their scores online , with either a video or validation by a CrossFit affiliate .
18956274	album	completing	20	20	15	15	At Lollapalooza the band announced that they built a new studio and are working on completing their second full length album , Hummingbird , which was released January 29 , 2013 .
19798745	film	complete	22	22	20	20	Initially , the film was supposed to be directed by Lamberto Avellana ; however , he was unable to fully complete the film .
19801747	commission	completed	48	48	42	42	Initially the RAFVR was composed of civilians recruited from the neighbourhoods of Reserve Flying Schools , which were run by civilian contractors who largely employed as instructors members of the Reserve of Air Force Officers -LRB- RAFO -RRB- , who had previously completed a four year short service commission as pilots in the RAF .
19818444	course	completing	6	6	4	4	In July 1934 , completing the course there a month later .
22079974	test	complete	29	29	26	26	Giselle , one of the patients that had tried to help him escape before , directs him to keep up the escape plan and not to complete the final test as he would be sent to have his mind wiped again .
22413899	course	completed	15	15	12	12	Born in Morgantown , Kentucky , Moore attended the public schools and completed a commercial course at Bryant and Stratton College at Louisville in 1897 .
22911945	degree	completing	3	3	1	1	Before completing his degree , LeBow left Princeton and joined the army where he installed early data systems at the Pentagon .
22911961	residence	completing	3	3	1	1	Before completing his residence in anesthesiology at Javeriana University , he co-authored his first book , Neuroanesthesia and Neurosurgical Critical Care with Dr .
23630679	task	complete	22	22	20	20	Each member of the group can assume any number of these roles during the time that the group has to complete a task .
24751274	training	completing	13	13	10	10	Dorner joined the Los Angeles Police Department in 2005 , completing police academy training in 2006 .
25484321	participation	Completing	2	2	0	0	Completing her participation in that humanitarian operation on Armistice Day -LRB- 11 November -RRB- 1954 -LRB- today ' s Veterans ' Day -RRB- , Whetstone departed Haiphong on that date , bound for Hong Kong and Subic Bay in the Philippines .
25484560	process	Completing	2	2	0	0	Completing nomination process , no opinion on deletion of article .
25751446	construction	completed	5	5	3	3	CMSB , recently completed the construction of the New Sarawak State Legislative Assembly Building in 2009 .
26036685	offering	completed	8	8	4	4	CableFAX magazine , Mediacom completed an initial public offering in February 2000 , trading on the NASDAQ Global Select Market under the MCCC symbol .
26075565	album	completed	8	8	5	5	By then Odden had just completed the new album from Magenta , Art And Accidents , as well as beginning to write more metal-oriented music again .
26544145	Program	complete	7	7	5	5	Candidates who do not successfully complete the Program and meet Foreign Service entry requirements may be subject to a reimbursement obligation to the U .
26757652	internship	complete	22	22	19	19	Certain specialties , such as ophthalmology , radiology , anesthesiology , and dermatology , still require prospective residents to complete an additional internship year , prior to starting their residency program training .
26999366	instruction	completed	10	10	6	6	Children seven to eleven who have completed a formal golf instruction may play accompanied by an adult .
27251907	training	completed	35	35	32	32	He began to study painting at the craft school in Split , then attended the Academy of Fine Arts , Zagreb , but moved to Rome , and finally Florence where he completed his formal training at the Accademia Internazionale .
27387669	formula	complete	39	39	37	37	However , when Soundwave is taken hostage by Optimus Prime while gathering human technology to rebuild the Omega Lock , Megatron uses Laserbeak to give Soundwave the task of kidnapping Ratchet , who may be able to complete the formula .
27813032	course	complete	37	37	32	32	However , anyone who carried a firearm or other `` lethal weapon '' in the course and scope of their employment must be trained as a `` Certified Agent '' and successfully complete a 40 hour training course -LRB- including shooting range time -RRB- in order to be certified to carry weapons while on duty under the Lethal Weapons Training Act -LRB- commonly referred to as Act 235 certification -RRB- .
28804012	graduation	completed	13	13	11	11	He passed his music exams from Gandharva Mahavidyalaya , Mumbai and completed his graduation in philosophy at the University of Goa .
30485967	challenge	completed	21	21	19	19	For example the song `` Forward motion '' by Jazzhole is unlocked in the New Orleans level after having completed a challenge based around a jazz trio .
30583166	step	completing	24	24	22	22	Four work crews , one on each side span and two on the main span -LRB- one each side -RRB- worked together completing each step in intervals -LRB- completing an average of of steelwork per day -RRB- .
30839150	hat-trick	completing	17	17	15	15	He became one of three victims of Orissa bowler Sourajit Mohapatra on his way to completing a hat-trick .
30860038	degree	completing	16	16	14	14	He became involved in the university radio station and auditioned for the ABC before completing his degree .
30952395	investigation	completed	4	4	2	2	Having successfully completed an investigation the officer will refer the case to a Chief Immigration Officer or above who will take note of any compassionate circumstances and , if authorised , serve formal notice on the person that they are an offender and are liable to be detained .
31037920	schooling	completed	4	4	1	1	Having completed his primary schooling , he attended a Roman Catholic seminary for one year , followed by three years in a Greek Catholic seminary and additional time at the University of Prague , where he graduated with a degree in Theology .
31338505	section	completing	10	10	7	7	He appears in the basement area after completing the library section , whispering threats as he hunts for Justine .
31532808	course	completed	5	5	1	1	He completed a 4-year training course as a `` shop fitter '' which included carpentry .
31533325	PhD	completed	3	3	1	1	He completed a PhD at the University of Barcelona in 2001 with a thesis on `` Repetition and Seriality in Painting since the 1960 ' s '' .
31534283	doctorate	completed	3	3	1	1	He completed his doctorate from the University of Helsinki in 1930 .
31534362	education	completed	4	4	1	1	He completed his early education by correspondence before heading to boarding school in Perth to complete his education .
31534387	schooling	completed	4	4	1	1	He completed his early schooling in Yamagata and later finished his education in Tokyo .
31535600	course	completed	4	4	1	1	He completed his pre-university course and graduated from St .
31535736	PUC	completed	3	3	1	1	He completed his PUC in Loyola College .
31535906	schooling	completed	3	3	1	1	He completed his schooling in Baldwin Boys High School , Banglore .
31536101	service	completed	3	3	1	1	He completed his service in the province of Yucatan in 1758 .
31536467	training	completed	4	4	1	1	He completed his Theology training at the University of the South .
