236553	offensive	feared	8	8	5	5	In 1945 , the Japanese feared an Allied offensive in French Indochina .
357495	attack	feared	25	25	23	23	In 1942 during the Japanese Occupation , Dato Meor Abdul Rahman taught seni gayong publicly in Sudong island , Singapore when the locals feared an attack by the Japanese .
1128043	reprisal	feared	31	31	27	27	In columns for the eXile and Metroactive , he wrote that he had been followed and harassed as a result of the claim , and that he feared arrest or violent reprisal .
2570653	fire-devil	fearing	27	27	24	24	An elder Aboriginal man that accompanied Mitchell to the site explained that Aboriginal people would not drink rainwater that collected in the craters , fearing the `` fire-devil '' would fill them with a piece of iron .
3816645	loss	fearing	22	22	20	20	A debate over the future of the school ensued , with many alumni , the Village of Pickering itself -LRB- fearing a loss of business and tax revenue -RRB- and others wishing to rebuild the College on its original site .
3889285	spear	fear	36	36	32	32	A descendant of Goliath who had been sent to N a jera from Syria by the Emir of Babylon to fight the Christian army of Charlemagne , the giant Ferracutus did not fear any arrow or spear and had the strength of forty strong men , was nearly twelve cubits tall , with a face a cubit long , a nose a hand long , members nearly four cubits long and fingers the length of three hands .
5036013	power	feared	47	47	38	38	Dark Elf assassin hiding among the bones surrounding the Sword of Khaine , others that he attempted to draw the weapon and as it began to come free , he was murdered by his own bodyguard , who feared the unleashing of the sword ' s terrible power .
5955292	power	fearing	18	18	15	15	At the same time , the diplomatic relationship with Egypt went cold , the Egyptians fearing the growing power of the Hittites and Assyrians .
6130360	exposure	fearing	4	4	3	3	Barnabas Collins , fearing exposure , convinced his friend Dr .
8195191	inability	fearing	19	19	17	17	All four players would be free agents at the end of the season , with the 76ers fearing an inability to re-sign Jackson and the Warriors fearing an inability to re-sign Smith .
9598191	clash	Fearing	2	2	0	0	Fearing a clash between white fans of The Sisters with the black following of Public Enemy , several towns banned the performances , and the tour was cancelled halfway through .
9598218	invasion	Fearing	3	3	0	0	Fearing a Franco-Dutch invasion , Cosimo III refused to recognise Charles ' s title , but he did pay a fraction of the dues .
9598318	attack	Fearing	2	2	0	0	Fearing an attack on New Plymouth was imminent , the British withdrew from Waitara and concentrated around the town .
