1462670	liability	afforded	22	22	20	20	In an LLLP , by having the limited partnership make an election under state law , the general partners are afforded limited liability for the debts and obligations of the limited partnership that arise during the period that the LLLP election is in place .
4003195	instruction	afford	38	38	37	37	About 60 children are educated in a day school , at the expense of their parents ; and two Sunday schools , one in connexion with the Established Church , and the other with Calvinistic Methodists , afford instruction to about 120 males and females .
4096986	malononitrile	affords	16	16	15	15	Acetonitrile is a common two-carbon building block in organic synthesis Its reaction with cyanogen chloride affords malononitrile .
4600197	view	afford	18	18	15	15	Campus restaurants are located in the northeast corner of the campus , many of which afford a pleasant view of the Seine River .
4821277	protection	afford	26	26	24	24	Deposit insurance is a heavy burden ; and , even though it is an important protection to the small depositor , it does not afford full protection to the banks themselves .
4858798	degree	afforded	14	14	10	10	Designated a `` Class A '' provincial park , it afforded the `` highest degree of protection from exploitation '' to a vast tract of wilderness in the Selkirk Mountains and the western ranges of the Rocky Mountains .
5289378	entertainment	afforded	12	12	10	10	Curran ' s cross - examination is said to have afforded great entertainment to the public , but did not seriously damage the witnesses ' credit .
5299278	precursor	afforded	26	26	23	23	DAINV reaction between 2 , 3 , 4 , 5-tetrachlorothiophene-1 , 1-dioxide -LRB- diene -RRB- and 4 , 7-dihydroisoindole derivative -LRB- dienophil -RRB- afforded a new precursor for tetranaphthoporphyrins -LRB- TNP -RRB- bearing perchlorinated aromatic rings .
6336383	computer	afford	13	13	10	10	At the same time have no income in able to afford a new computer and have no help from my parents or sibling .
6870044	protection	afforded	4	4	2	2	Although first afforded federal protection in 1893 as a forest reserve and later as a U .
6896859	tourism	afford	23	23	4	4	Alternatively , VSE could afford advances in other scientific research -LRB- astronomy , selenology -RRB- , in-situ lunar business industries , and lunar-space tourism .
7164527	ground	afforded	19	19	18	18	All this was probably quite true ; but the extreme violence with which he prosecuted Chief-justice Dillon certainly afforded ground to his enemies to describe him as a discontented and seditious person , especially when , after the acquittal of Dillon , he charged the lord-deputy with having acted with undue partiality .
7899181	product	afford	24	24	21	21	After several more steps , an intramolecular DAINV reaction occurs , followed again by a retro Diels-Alder in situ , to afford an indoline product .
9648757	assistance	afford	23	23	21	21	Falkland took deep offence because one of the members of committee was the lord chancellor , Loftus and he refused to afford any assistance in the investigation on account of the `` high indignity '' offered to himself .
10985605	car	afford	18	18	16	16	He sought solace in his Roman Catholic faith , and because he was too poor to afford a car , he often made the pilgrimage on foot or by bicycle to the sacred convent of Saint Th e r e se in the city of Lisieux and to the Sanctuary of Our Lady of Lourdes .
11006099	conditioner	afford	28	28	25	25	He shares an apartment with Silva during the tournament in Tokyo , where the two constantly bicker over the heat -LRB- because they can not afford an air conditioner and the summer is so warm and humid -RRB- .
11206136	tuition	afford	11	11	9	9	He was accepted into the school but could not afford the tuition .
11763359	resumption	afford	5	5	3	3	Britain could ill afford any resumption of battleship construction , given the exorbitant price of naval construction .
11984884	experience	afforded	20	20	17	17	By 1892 , the last two years of classes were taught in Denver because the larger population afforded more practical experience .
11998774	rent	afford	15	15	13	13	By 1935 , he was in such dire straits that he could not afford the rent on Braves Field .
13323205	program	afford	10	10	6	6	Impossible - Poland would not ever afford such a space program .
13415904	machine	afford	17	17	14	14	In 1856 The Singer company started the installment plan so that more families could afford a sewing machine .
14619052	lawyer	afford	14	14	12	12	It a question of access to justice , many people can not afford a lawyer , and may not qualify for legal-aide therefore to promote access to justice online legal form companies like DynamicLawyers .
15027687	protection	afforded	13	13	12	12	In the Roman empire -LRB- including the republic -RRB- Roman citizens were afforded protection throughout the realm .
15140071	shelter	afforded	10	10	9	9	In the turmoil after the French Revolution the abbey afforded shelter to thousands of political and religious refugees from France .
15168196	charge	afford	18	18	16	16	In view of that , it attracts teenagers to join especially for students who can hardly afford the charge of music performance or concerts .
15399195	tuition	afford	28	28	26	26	In the latter part of the nineteenth century there was no reasonable secondary education in Barnes and Richmond for miles around except for those who could afford private tuition or send their children many miles to school .
17327860	food	afford	21	21	20	20	I feel strongly about this company becasue it has helped the local residents of CT who are not able to afford food during times of need .
18622468	access	affording	14	14	13	13	A state-maintained boat ramp is available to the west of Wares Grove , affording access to Pierces Island , managed by the New Hampshire Division of Forests and Lands and offering hiking trails .
19054048	anchorage	affords	8	8	6	6	A small bay to the north affords good anchorage , and separates it from the foot of the bold and lofty hill , still occupied by the town of Taormina ; but the situation was not one which enjoyed any peculiar natural advantages .
19399704	position	afforded	20	20	18	18	Indeed the autonomous existence of the League of Rights in New Zealand only occurred because anti-Semitism was not afforded a position within Social Credit .
19518672	addiction	afford	16	16	13	13	Indeed , many of the people around her comment that she can not afford her shopping addiction .
20239091	fee	afford	18	18	15	15	During negotiations City chairman Peter Swales informed manager John Bond that the club could not afford the transfer fee .
25226701	drug	afford	20	20	18	18	Currently , large amounts of ivermectin are donated by Merck to fight river blindness in countries unable to afford the drug .
27319287	scope	afforded	24	24	23	23	He calls for vigilance and good intelligence in Iraq to counter discontent in Basra and Kufa and pleads for deserving Iraqis to be afforded scope for the exercise of their talents in government service .
28126793	pastor	afford	15	15	12	12	Howson ' s replacement had to leave since the congregation could not afford a full-time pastor , and the congregation pondered whether it should leave the building .
29391296	opportunity	afforded	11	11	8	8	He instead joined the Army Reserves , which afforded him the opportunity to play professional football for over two years ; the highlight of this brief career was his participation in Super Bowl II with the Oakland Raiders .
30300794	opportunity	afforded	5	5	2	2	Friday is afforded a final opportunity to tell his story , but can only communicate through the release of bubbles from his waterlogged corpse , a communication which neither the narrator nor the reader can interpret .
31624863	paper	afford	6	6	3	3	He could not afford pen and paper .
32613561	access	afford	20	20	19	19	It was suggested that a short branch , known as `` The Greenland Arm '' should be built to afford access to Tinsley Park Collieries .
33213005	shade	afforded	25	25	22	22	Jaswantrao pointed to his horse and spear , and directed the men to tell their master that the former at all times afforded him a shade to sleep in , and the latter means of subsistence and that he carried his Kingdom on the saddle of his horse and the dominion of the saddle was still formidable .
33863180	view	affords	18	18	16	16	It is located on a circuit trail that reaches the foot of Yoho Glacier and which affords a view of Twin Falls .
34077472	food	afford	16	16	13	13	It is thought that in developed countries , the wealthy are able to afford more nutritious food , they are under greater social pressure to remain slim , and have more opportunities along with greater expectations for physical fitness .
36407199	family	afforded	4	4	2	2	His wealth afforded his family of one son and two daughters an attractive home on Jeffries Point in East Boston .
36546216	doctor	afford	14	14	12	12	His arm was torn badly , but as the family could not afford a doctor , the arm had to heal on its own .
38755313	opportunity	affords	37	37	34	34	Its Preamble states `` The World Conference on Human Rights , Considering that the promotion and protection of human rights is a matter of priority for the international community , and that the Conference affords a unique opportunity to carry out a comprehensive analysis of the international human rights system and of the machinery for the protection of human rights , in order to enhance and thus promote a fuller observance of those rights , in a just and balanced manner .
39549686	article	afford	8	8	3	3	Maybe somebody can afford time to knit an article .
40814047	lawyer	afford	6	6	4	4	Most defendants can not afford a lawyer and the supply of public defenders is insufficient .
