39249	business	continued	9	9	7	7	In 1902 he came to Edmonton and continued his business , incorporating as The Douglas Company Limited in 1905 -LRB- the company later changed its name to Douglas Printing Co .
155634	career	continued	17	17	14	14	In 1920 Hagen married John Taylor Williams of Morristown , New Jersey , but continued her concert career .
208806	work	continued	8	8	5	5	In 1928 Asb o th continued the experimental work on vertical take-off aircraft , which had begun in 1917 in line with the plans of Petr o czy , K a lm a n and Zurovetz , and commissioned by the military , involving rapid vertical flight and with a car for an observer that could be winched up .
1379505	work	continued	10	10	8	8	In addition to his recording achievements , Almeida continued his work with the film studios throughout his career , playing guitar , lute , mandolin and other instruments for more than 800 motion picture and television soundtracks -LRB- such as The High Chaparral and `` The Gift , '' an episode of The Twilight Zone -RRB- .
1579815	work	continuing	50	50	48	48	In 2007 the West Indies Cricket Team were touring England and the new Head Coach David Moore , on the recommendation of the senior players , requested Fountain ' s assistance After the Nat West ODI series finished , he returned to the National Cricket Performance Centre , continuing his work with both current and up and coming England Cricketers , where he was able to pass on not only the elite fielding skills , but the batting and bowling knowledge he had gained over his extensive international career .
1657983	mission	continue	35	35	33	33	In addition they offered to make their database and technology , archived in a MySQL database -LRB- multithreaded , multi-user structured query language database management system -RRB- available to any organization that would continue its mission of making the information searchable for free .
1754577	career	continued	14	14	12	12	In 2010 the hybrid program was put on hold but Mowlem has continued his career in ALMS securing drives in the LMPC at Long Beach and Laguna Seca and at Road America and Mosport in a LMP1 Lola driving for AutoCon .
1972412	role	continues	24	24	22	22	In 2013 , Hannah Murray appeared in a two episode feature , in the seventh and final series of Skins where she continues her role as a more serious , solemn , and independent Cassie Ainsworth .
2023498	work	continuing	5	5	3	3	In 2007 , continuing his work with Panamax Films , Odell produced Ladron Que Roba a Ladron , which was released in the United States by Lionsgate .
3242632	discussion	continue	4	4	2	2	I shall continue this discussion in the morning if you like .
3357346	career	continued	11	11	8	8	After becoming a Communist Party member , Ginzburg continued her successful career as educator , journalist and administrator .
3416906	education	continued	7	7	5	5	After finishing school , he continued his education at Trinity College , Cambridge .
3451496	support	continue	21	21	19	19	After fourteen years of the Montreat Worship and Music Conference , the Board of Christian Education was unable to continue financial support of the conference .
3547674	pursuit	continued	15	15	13	13	After a day ' s rest at Chebreiss , the French land force continued the pursuit .
4352347	investigation	continue	4	4	2	2	Congress must continue its investigation into the firing of top prosecutors and call Karl Rove and others to testify so the American people can hear how the justice system was hijacked .
4387445	war	continue	5	5	3	3	Conrad IV would continue the war until his own death of malaria at Lavello , Basilicata on 21 May 1254 .
4471680	struggle	continue	14	14	11	11	Despite their impressive defences , the defenders had not chosen to continue a hopeless struggle `` to the last man '' .
4488102	opposition	continued	11	11	9	9	Despite the difficulties resulting from the split , KKE continued its opposition to the Greek Junta throughout the next 6 years .
4917442	discussion	continued	6	6	4	4	DCI , I have continued the discussion on the WikiProject Poetry page .
4937198	education	continued	3	3	1	1	Day continued his education by attending film school at Harrow College .
5116051	storyline	continued	6	6	4	4	Devil ' s Due continued the storyline of the Marvel series , and years after the events that led to Serpentor ' s death , his body was found and reanimated by renegade scientists .
5984394	game	continue	27	27	25	25	At the semi-finals , in match between Vladislav Varna and Levski Sofia was not judged to be played extra time due to insufficient light to continue the game .
6282776	blog	continued	7	7	11	11	At this time , she started a blog , which she continued until June 2007 ; the blog was deleted in July 2007 .
6722017	war	continue	23	23	21	21	Actually , Joseph Fouch e , who controlled the interim government , feared that Napoleon might rejoin the French army and continue the war .
7408738	streak	continued	4	4	1	1	Amanda continued her winning streak by winning the final Immunity Challenge .
7684737	rise	continued	8	8	6	6	All through the 1890s , FTF continued his rise in the Carnegie companies , with the full trust and confidence of everyone in the inner circle .
7945082	practice	continued	15	15	12	12	After he was exchanged , he returned home to New Carlisle and continued his law practice .
7978515	career	continued	8	8	6	6	After San disbanded , Ili c continued his career as a composer .
8142190	story	continues	9	9	7	7	Alison feigns surprise , and as Pierre continues his story of the pigs and a wolf , where the story parallels the earlier situation with him , Alison and Father Philippe .
8511734	career	continue	10	10	7	7	After World War II , Platte could continue his film career in West Germany , performing in numerous comedies as well as in literary film adaptions , later also on television , and still successfully appeared on stage in Berlin .
9138224	career	continue	13	13	11	11	Following the 2008 Grand Final , O'Keefe signalled his intentions to continue his career elsewhere , specifically in Victoria - his place of birth , after knocking back an initial three-year contract offer by the Swans .
9827806	tradition	continuing	21	21	19	19	Feminists for Life professes to `` stand on more than two hundred years of pro-life feminist history '' , continuing a tradition of nineteenth-century American feminists such as Susan B .
10197514	exploration	Continuing	2	2	0	0	Continuing his exploration of both improvised music and the Japanese independent music scene , Watt , along with Nels Cline and producer Kramer , formed Brother ' s Sister ' s Daughter with mi-gu members Shimizu `` Shimmy '' Hirotaka and Yuko Araki to do a two-week tour of the country in late 2008 and record an album afterward .
10198033	momentum	Continuing	2	2	0	0	Continuing its momentum in the 2011 general election , the party ran 51 candidates and won a total of 19 , 387 votes , 0 .
10570643	business	continued	11	11	15	15	He retired from the firm in 1983 and started his consulting business , which he continued until his death .
10630793	production	continue	10	10	9	9	He said also that he encouraged the network to continue production , but Nickelodeon eventually decided to cancel the series .
12143617	project	continued	10	10	8	8	Because of the success of this concert they continued this project and made many concerts in Austria and Germany and released three live-CDs from 1998 - 2000 -LRB- and some greatest hits-CDs -RRB- .
12338799	predecessor	continued	3	3	1	1	Brown continued his predecessor Elihu Harris ' s public policy of supporting downtown housing development in the area defined as the Central Business District in Oakland ' s 1998 General Plan .
12396540	playing	continued	12	12	10	10	Brooks , having played for the Rugby School side , continued his playing at Oxford and there won a blue .
